x,y
3774.66455078125,-2799.682373046875
3806.927978515625,-2313.2451171875
3871.82421875,-1680.186767578125
3832.4443359375,-2762.979248046875
3545.403564453125,-3805.365966796875
3685.498046875,-876.1619873046875
4548.71484375,-588.5528564453125
4354.46630859375,-238.12542724609375
4328.75634765625,-3424.173095703125
4324.6376953125,-2046.633056640625
3316.228271484375,-2473.182373046875
3827.1650390625,-2270.98095703125
4169.26708984375,-881.9913940429688
4661.64453125,-903.223876953125
4758.3759765625,-299.9438781738281
4192.626953125,-501.42181396484375
4564.7294921875,-1150.0792236328125
4946.6142578125,-390.5857849121094
4310.35791015625,-255.02020263671875
4127.5712890625,-842.6765747070312
4864.93603515625,-223.55506896972656
3687.417236328125,-3541.299072265625
3167.861572265625,-3749.79150390625
3867.5830078125,-2393.688232421875
4555.51220703125,-1282.4158935546875
4420.75244140625,-1441.8082275390625
4303.38623046875,-949.4427490234375
3487.262451171875,-2449.7216796875
4113.23388671875,-386.8241271972656
4449.4677734375,-1508.3701171875
4412.18017578125,-1814.610595703125
3796.954345703125,-1201.1956787109375
3610.50048828125,-2540.73095703125
3945.19921875,-2491.2822265625
2916.9306640625,-3614.446044921875
3504.911376953125,-2519.043212890625
4730.18017578125,-1240.769287109375
4311.37939453125,-2041.9141845703125
4099.22216796875,-1923.8804931640625
4131.69091796875,-878.2599487304688
4082.309814453125,-1131.875
4260.751953125,-1038.189208984375
4242.77783203125,-156.72142028808594
5270.41796875,-174.2662811279297
3800.294677734375,-1053.9752197265625
4388.55517578125,-2440.31005859375
3466.1884765625,-3525.6533203125
3433.178466796875,-4206.55517578125
4780.919921875,-1250.8408203125
4795.38720703125,-1179.79248046875
3539.401611328125,-3130.60009765625
2977.685791015625,-2202.908935546875
3327.3466796875,-2926.1787109375
3988.535888671875,-2535.107177734375
3618.366943359375,-2447.99658203125
4881.400390625,-529.6359252929688
3538.059814453125,-2326.520751953125
4968.7451171875,-102.52445983886719
3772.402587890625,-1859.273681640625
3756.050537109375,-1870.4056396484375
4096.15869140625,-2972.9228515625
3031.91650390625,-4348.05029296875
3456.3974609375,-1074.54443359375
4094.633544921875,-1826.974853515625
3025.355224609375,-3474.789794921875
3057.91943359375,-3470.839111328125
4295.076171875,-180.35435485839844
4846.779296875,-565.0054931640625
3884.568359375,-1056.716064453125
3788.955322265625,-3135.708984375
3976.644287109375,-742.6939697265625
3728.8203125,-2373.320068359375
3952.22216796875,-3054.45751953125
3820.6533203125,-510.7685852050781
4021.12109375,-949.5068969726562
4125.97998046875,-1362.2408447265625
4307.8603515625,-1980.115966796875
5126.1787109375,48.092594146728516
4032.558349609375,-959.1095581054688
3749.1513671875,-2871.885986328125
5338.7822265625,-44.573387145996094
4011.4521484375,-1464.1339111328125
3704.3056640625,-1010.5863647460938
4286.51708984375,-1223.3778076171875
4416.60302734375,-2326.111572265625
3817.1162109375,-697.2662963867188
4026.8115234375,-925.4691162109375
3760.178955078125,-1817.783935546875
3921.694580078125,-982.1069946289062
4131.68359375,-1238.2593994140625
4321.6611328125,-973.4959716796875
4500.0029296875,-2325.495361328125
4040.678466796875,-293.35198974609375
3690.02685546875,-2208.9794921875
5494.4462890625,-137.43896484375
4059.718017578125,-2320.775390625
4879.80078125,-20.28182601928711
3829.815673828125,-1105.93603515625
4695.06640625,-224.73536682128906
4231.67529296875,-990.2171020507812
4314.205078125,-2435.906494140625
3393.71484375,-2097.396240234375
3592.8017578125,-2006.4351806640625
4420.689453125,-1409.3526611328125
3559.406494140625,-2623.9404296875
4637.9091796875,-1169.8419189453125
4766.60791015625,-1222.395751953125
3459.14111328125,-3401.33544921875
3781.31103515625,-1297.3924560546875
4015.26171875,-2365.017333984375
4928.06640625,-1179.7449951171875
3676.704345703125,-1311.8936767578125
4016.65869140625,-2956.86083984375
4765.39404296875,-986.3543090820312
3634.606201171875,-2198.970947265625
3382.615478515625,-1278.61181640625
4434.50927734375,-746.9391479492188
4480.07568359375,-2032.1292724609375
3196.17138671875,-3491.173583984375
4033.736328125,-2130.0244140625
3565.32861328125,-1410.8768310546875
3913.95458984375,-1780.207275390625
4490.32421875,-1670.943359375
4398.21630859375,-965.601806640625
4365.11376953125,-2364.957763671875
3927.9736328125,-3546.50341796875
3459.5693359375,-1284.749755859375
3432.33349609375,-3458.891845703125
3639.84033203125,-2002.42236328125
4789.69873046875,-228.87127685546875
4392.97314453125,-1283.5318603515625
4238.408203125,-2518.1123046875
4299.12353515625,-556.81103515625
4718.947265625,-248.17608642578125
3646.413818359375,-2578.727294921875
4904.26806640625,120.13591003417969
4172.44580078125,-3438.37353515625
4045.0419921875,-1335.6942138671875
4664.3876953125,-1041.447265625
4045.75927734375,-3041.816650390625
4618.26904296875,-1265.470703125
4449.45068359375,-1094.262939453125
5120.58740234375,43.258846282958984
4876.81787109375,-343.15765380859375
3731.91357421875,-2378.16064453125
3947.784912109375,-476.9732360839844
3636.7490234375,-2242.628662109375
3722.5009765625,-2983.1240234375
3819.304443359375,-1893.9246826171875
3572.09033203125,-1574.114501953125
4479.43798828125,-384.0048828125
4874.08349609375,-114.12018585205078
3702.9375,-992.328125
4503.2978515625,-1584.9959716796875
4525.0634765625,-1224.1785888671875
4280.8798828125,-2385.115234375
3624.144287109375,-1233.847412109375
3809.038818359375,-1858.5960693359375
4584.830078125,-209.79660034179688
4072.116455078125,-3554.424560546875
4039.390625,-2233.388671875
5160.11474609375,-83.51329040527344
3867.387451171875,-1239.5748291015625
4540.201171875,-733.1709594726562
4275.69580078125,-927.5108032226562
4022.9521484375,-1216.7491455078125
4200.7548828125,-2255.412109375
4047.01806640625,-316.73419189453125
3682.86962890625,-2343.32763671875
4287.13525390625,-1772.2191162109375
4732.96142578125,-1135.242431640625
3793.547119140625,-421.90374755859375
3153.893798828125,-2709.357421875
3956.597900390625,-3408.6943359375
3985.1181640625,-1032.3685302734375
4350.50830078125,-344.1903991699219
4436.97607421875,-1825.5367431640625
5169.09912109375,83.26571655273438
4373.99853515625,-2681.822509765625
2578.178955078125,-3102.88232421875
3809.4736328125,-1284.293701171875
4238.55322265625,-2877.564453125
4208.83935546875,-3615.15283203125
2501.15771484375,-4459.328125
4163.39794921875,-1963.4256591796875
4413.56640625,-1873.2080078125
3333.241943359375,-3826.330810546875
3643.0908203125,-2295.75537109375
5290.38232421875,-122.98580932617188
3919.122802734375,-1510.2210693359375
4273.98974609375,-1308.37255859375
4641.806640625,-1142.062255859375
4419.51416015625,-903.8530883789062
4294.66357421875,-2367.9443359375
4058.2685546875,-1014.3543701171875
4211.12744140625,-50.275245666503906
3686.613525390625,-2402.91796875
3816.454833984375,-1936.2852783203125
3768.0205078125,-2491.818115234375
3467.177978515625,-2607.07275390625
4339.9638671875,-1120.9818115234375
4193.09765625,-554.4647827148438
4117.58984375,-2435.9716796875
3292.071044921875,-3814.745361328125
4820.3603515625,-140.38150024414062
5079.5703125,-59.509620666503906
4011.556640625,-1164.6424560546875
4896.140625,-200.302734375
3399.116943359375,-2374.03857421875
4654.8984375,54.689022064208984
3624.140625,-841.7774658203125
4040.110107421875,-2705.06201171875
3178.005615234375,-2246.257568359375
3978.377685546875,-3798.5537109375
3821.5302734375,-3692.468017578125
5241.27392578125,36.70268630981445
4165.16748046875,-816.8804931640625
3759.456298828125,-3802.324951171875
3756.312744140625,-1674.893310546875
3979.732177734375,-361.421630859375
3710.615966796875,-3515.614501953125
3688.396240234375,-2699.484619140625
3817.405517578125,-2343.59326171875
4067.023193359375,-525.1728515625
4017.09423828125,-1995.4761962890625
4370.96142578125,-939.7723388671875
4562.52978515625,-34.98675537109375
3755.8623046875,-2502.1689453125
3786.05126953125,-335.37091064453125
3410.134765625,-4173.521484375
5266.123046875,-246.26239013671875
3640.717041015625,-2214.225830078125
4228.96875,-2284.041015625
3983.281494140625,-885.8653564453125
4653.037109375,-184.78628540039062
3463.80126953125,-2330.003173828125
4332.62548828125,-1225.2047119140625
4462.7333984375,-2290.912353515625
4371.6640625,-1092.3211669921875
3832.134033203125,-2188.150146484375
4030.53515625,-2011.0911865234375
4008.392333984375,-857.9984130859375
5317.3466796875,54.19647216796875
3510.993896484375,-3437.927001953125
3810.72900390625,-168.1352996826172
5094.18115234375,-166.2050018310547
4320.17431640625,-1004.22119140625
3660.472900390625,-2424.833740234375
4702.87060546875,-310.188720703125
3918.623779296875,-2831.724365234375
4415.619140625,-609.04248046875
4308.8056640625,-2157.302734375
3871.7236328125,-940.007568359375
4754.4033203125,-1007.4537963867188
3403.38330078125,-2459.821533203125
3562.273681640625,-1455.1806640625
3586.833740234375,-1660.795166015625
4188.70361328125,-967.7316284179688
4412.482421875,-1326.4117431640625
4005.59765625,-851.92822265625
3732.004638671875,-2466.94580078125
4401.68994140625,-900.6875
4069.082275390625,-1199.6121826171875
5269.34521484375,-225.91989135742188
3959.209716796875,-1627.0870361328125
4297.447265625,-1653.34326171875
3574.370849609375,-2320.882568359375
3723.171630859375,-125.62684631347656
3733.626220703125,-2463.19873046875
3156.12939453125,-3476.46728515625
3617.005859375,-3147.670166015625
3808.56640625,-1888.9749755859375
3424.609130859375,-4855.236328125
4251.59326171875,-1376.1005859375
3846.493408203125,-198.12782287597656
3987.664794921875,-2071.134521484375
3795.288818359375,-1491.0792236328125
4119.66357421875,-1127.58642578125
3959.73583984375,-897.2175903320312
3937.00927734375,-1032.918212890625
3900.20703125,-1625.68017578125
4704.7041015625,-1233.3228759765625
4591.62109375,-261.1713562011719
4053.669921875,-715.9605712890625
3570.76171875,-2329.2392578125
4846.48046875,-1297.5745849609375
4495.583984375,-1773.194091796875
4534.45068359375,-1449.82666015625
4654.64697265625,-1026.7655029296875
4058.9775390625,-2778.869873046875
4453.98046875,-989.1198120117188
4946.52001953125,-990.5824584960938
4053.197021484375,-2194.687744140625
4103.41650390625,-2735.322265625
4233.89697265625,-2384.6923828125
4314.40771484375,-334.22406005859375
5271.33642578125,-62.21876907348633
4012.28515625,-1790.6396484375
3813.98681640625,-3063.099365234375
3538.0830078125,-859.2472534179688
4171.8671875,-3429.625244140625
5153.22509765625,104.53398132324219
3521.247802734375,-2786.039794921875
3672.212158203125,-1186.8673095703125
4156.099609375,-1130.1043701171875
4046.787353515625,-1932.7232666015625
3861.99755859375,-2220.44580078125
3512.86083984375,-2653.270263671875
4385.39599609375,-1022.7291870117188
4266.6005859375,-252.40579223632812
4554.73681640625,-746.478271484375
3706.653564453125,-1089.1104736328125
3923.25048828125,-1240.68359375
3845.666748046875,-1478.3411865234375
4237.3271484375,-2908.58837890625
5278.76171875,-101.4881591796875
3596.69873046875,-2494.508544921875
4007.843017578125,-1144.31982421875
3801.28466796875,-1288.4327392578125
4234.5888671875,-2020.4219970703125
5046.52978515625,-138.6878204345703
3471.537841796875,-2416.45556640625
4714.12548828125,-156.1952362060547
3278.672119140625,-3599.97021484375
4782.875,-472.2425537109375
3830.274658203125,-1113.47265625
4370.619140625,-2020.9071044921875
3810.25634765625,-2308.935546875
3865.487060546875,-686.82421875
4264.1298828125,-292.5554504394531
3402.99560546875,-2664.6552734375
4527.8525390625,-729.7217407226562
3902.7607421875,-1139.1868896484375
4685.830078125,-1127.5399169921875
4115.48779296875,-2305.082275390625
3783.44091796875,-1191.333984375
4252.0146484375,-1354.46435546875
3862.306884765625,-1477.314208984375
3746.5751953125,-3327.80810546875
4333.56396484375,-1300.1536865234375
4097.28271484375,-1753.7747802734375
4618.9833984375,65.16949462890625
3681.343994140625,-2309.38427734375
3049.888671875,-3362.103515625
4404.57421875,-1303.821044921875
3681.59228515625,-1351.2886962890625
4117.427734375,-1770.7808837890625
3915.519775390625,-3717.27099609375
4182.31005859375,-2412.316650390625
4111.3642578125,-2087.94091796875
3284.702880859375,-3570.318603515625
4754.3935546875,-326.59881591796875
3915.638671875,-2278.902587890625
3157.541748046875,-3928.97021484375
4682.9853515625,-846.5576782226562
4344.74951171875,-1509.30322265625
4355.41357421875,-958.44384765625
4251.5517578125,-1007.4793090820312
4271.12255859375,-218.6331024169922
4724.517578125,-1036.3096923828125
4016.6982421875,-2171.555419921875
4142.34814453125,-782.3301391601562
3839.49560546875,-1358.99267578125
3021.849609375,-3296.474609375
4607.4658203125,-56.05299377441406
4161.80029296875,-452.90863037109375
3177.471923828125,-5698.841796875
4522.7421875,-1405.805419921875
5017.87548828125,-47.5130729675293
3764.224365234375,-1480.0626220703125
3706.908935546875,-4265.4033203125
3121.9208984375,-2273.361328125
4451.05029296875,-2413.8212890625
4279.4931640625,-2437.37646484375
4399.04345703125,-896.3457641601562
3869.5751953125,-725.24609375
3832.72265625,-2692.9931640625
4478.4189453125,-1683.853271484375
3592.160400390625,-1704.0517578125
4118.03466796875,-298.64312744140625
3911.00634765625,-1075.5435791015625
3108.670654296875,-2202.260498046875
5004.45458984375,-102.48556518554688
4495.84375,-763.2731323242188
4331.0087890625,-2591.04833984375
4191.15966796875,-1865.3585205078125
3747.767578125,-4517.23193359375
3439.98486328125,-867.6006469726562
3951.420166015625,-2418.404296875
4131.05224609375,-1165.9573974609375
4223.3515625,-2811.360595703125
3695.473388671875,-2872.101318359375
3422.4423828125,-2511.8173828125
3593.218505859375,-2284.730712890625
3463.7041015625,-3987.04931640625
3214.388427734375,-3864.59130859375
3777.842529296875,-1406.51904296875
3819.988037109375,-1628.894287109375
3638.553466796875,-2230.24072265625
4175.2578125,-1064.0975341796875
3432.83984375,-3105.720703125
3715.988037109375,-1805.1422119140625
4866.419921875,-550.4451904296875
4019.7734375,-1487.3143310546875
4232.76611328125,-2317.81396484375
3448.80712890625,-3617.62939453125
3948.6943359375,-1251.9931640625
3981.118408203125,-3400.9267578125
3624.39404296875,-2712.3466796875
4444.58984375,-1353.0537109375
3950.125,-1003.1192016601562
4424.35546875,-1167.5950927734375
3557.740234375,-3091.673095703125
5142.67919921875,3.353529691696167
4249.9658203125,-1342.984375
4776.740234375,-804.334716796875
4962.8173828125,10.733458518981934
4308.83203125,-308.038330078125
3965.453125,-2172.120361328125
4815.759765625,-1064.6572265625
4647.01416015625,-930.9343872070312
3959.15869140625,-1061.6116943359375
4406.91259765625,-320.5337829589844
3232.0498046875,-2941.82373046875
3571.26953125,-2336.991943359375
3785.397216796875,-2354.32373046875
3724.78662109375,-812.9791870117188
4999.8037109375,-21.84705924987793
4669.35205078125,-476.25128173828125
4125.79541015625,-1657.7431640625
3935.191650390625,-3275.75341796875
5056.171875,64.22599029541016
3734.215576171875,-1628.9317626953125
3497.20849609375,-881.860107421875
3853.861328125,-1773.7952880859375
3705.67333984375,-2410.022216796875
3805.675048828125,-4378.033203125
3716.353515625,-2032.92822265625
4460.5703125,-238.41110229492188
3169.691162109375,-3736.158447265625
4541.986328125,-172.5756378173828
4128.3681640625,-1907.5416259765625
4262.66552734375,-2252.812744140625
4255.74853515625,-239.06349182128906
3582.8603515625,-3692.34521484375
4764.43017578125,-1198.234619140625
4361.7294921875,-102.91349029541016
4558.70703125,-764.130615234375
3714.702880859375,-777.341064453125
3554.24267578125,-2423.72119140625
4543.96240234375,-24.158658981323242
5377.45166015625,-13.542272567749023
4874.6923828125,-239.9967498779297
4722.578125,-1255.466552734375
4219.435546875,-1245.18017578125
3198.752685546875,-2816.401123046875
4256.93310546875,-281.44171142578125
4197.4296875,-2542.018798828125
3865.270751953125,-1568.1468505859375
4525.63916015625,-2421.266357421875
4559.11181640625,-193.77362060546875
4226.93896484375,-1188.9808349609375
3922.4345703125,-3394.336669921875
3630.366455078125,-2319.57958984375
3621.708740234375,-1980.5584716796875
4064.867919921875,-480.5982971191406
4967.94091796875,-249.01593017578125
4000.298583984375,-884.39306640625
4551.212890625,-555.7595825195312
3522.82763671875,-2946.30517578125
4013.765380859375,-2382.7587890625
3407.810546875,-2397.774658203125
3715.4404296875,-1815.37109375
4527.11328125,-944.067626953125
3475.875,-1486.671142578125
4484.3447265625,-1354.0059814453125
3743.3837890625,-1484.3829345703125
3667.095947265625,-2834.135986328125
3899.703369140625,-3387.679931640625
4393.66748046875,-846.9189453125
5575.12548828125,-84.27288055419922
5003.6630859375,-71.73804473876953
3788.36572265625,-4343.02734375
3258.380126953125,-1161.7135009765625
4367.3017578125,-1056.543701171875
4050.407470703125,-2230.9365234375
3381.983154296875,-2455.50439453125
4727.8251953125,-931.18701171875
4341.435546875,-1151.901123046875
3395.591796875,-2248.997802734375
4629.4541015625,-818.847900390625
3524.790771484375,-1379.8795166015625
3843.4599609375,-3253.8994140625
4056.995361328125,-1105.4940185546875
4505.208984375,-1210.170166015625
3772.573486328125,-3020.01318359375
3377.99365234375,-2301.22265625
4326.5126953125,-977.5404663085938
3481.2041015625,-2926.01953125
3375.394287109375,-3391.3154296875
3676.95361328125,-3119.55419921875
3913.977783203125,-2315.3681640625
3694.6123046875,-3681.1884765625
4127.8955078125,-2237.1953125
3804.356689453125,-3384.36572265625
4255.6982421875,-2401.2607421875
3530.78271484375,-2567.1640625
3992.460205078125,-1179.626220703125
3222.909912109375,-1561.1502685546875
4408.7529296875,-1302.5078125
3685.756103515625,-64.88859558105469
4232.86962890625,-2773.692626953125
4157.1005859375,-2574.06689453125
3407.63623046875,-2967.85498046875
3853.62939453125,-999.0226440429688
4214.373046875,-2142.9189453125
3603.00244140625,-1325.0283203125
3476.66357421875,-2906.36767578125
4229.34228515625,-3104.90087890625
3958.662841796875,-1531.2169189453125
4260.5361328125,-1926.9732666015625
4024.68115234375,-2293.88818359375
4103.78955078125,-2839.296142578125
4285.82080078125,-1314.772216796875
3789.340087890625,-3510.260986328125
4642.59912109375,-693.5895385742188
4263.880859375,-2375.2099609375
3001.4033203125,-5014.9248046875
3848.930419921875,-414.35418701171875
3807.56396484375,-1315.3154296875
3624.763916015625,-3451.44140625
4190.9609375,-788.5966186523438
4179.35205078125,-949.1214599609375
3771.004638671875,-1191.293212890625
5534.91015625,-88.20720672607422
3472.49169921875,-2888.7236328125
3742.166748046875,-2153.956298828125
3665.5146484375,-4300.6943359375
4580.337890625,-1352.2520751953125
4262.8212890625,-750.2153930664062
4432.99755859375,-987.4140625
4117.58984375,-3643.0966796875
4453.8251953125,-1043.3416748046875
4086.2578125,-225.43182373046875
4502.7685546875,-1299.3941650390625
3926.353515625,-1770.5076904296875
4403.283203125,-1145.7423095703125
3390.613037109375,-1981.74951171875
4152.05810546875,-3265.74267578125
3924.875,-3938.14306640625
4057.140869140625,-808.733154296875
4530.18505859375,-1002.46142578125
4406.47119140625,-1333.4871826171875
3250.028564453125,-4623.51416015625
4858.958984375,-491.5402526855469
3869.490234375,-3475.220703125
3940.94384765625,-1419.1419677734375
3116.893310546875,-3558.650146484375
4511.8876953125,-1526.666015625
4460.62109375,-449.33392333984375
4779.58984375,-112.24124908447266
4120.18115234375,-212.29888916015625
4278.669921875,-2392.947265625
4075.879150390625,-2948.6806640625
3665.487060546875,-2267.49951171875
3233.78369140625,-968.378662109375
4188.408203125,-738.1207275390625
3899.1767578125,-857.4214477539062
3413.54296875,-2250.75634765625
4277.07666015625,-694.7601318359375
4252.90673828125,-1696.497314453125
4392.64794921875,-2414.233642578125
4567.67138671875,-1237.170166015625
4548.59375,-2369.80859375
4860.65576171875,-1060.7796630859375
4050.68310546875,-2187.922119140625
3723.982177734375,-256.8934326171875
4654.96337890625,-904.1640625
3860.621826171875,-2173.473876953125
4153.8974609375,-1019.9970092773438
3881.84228515625,-1169.3857421875
4465.91650390625,-129.66357421875
4404.546875,-248.92498779296875
3372.1845703125,-2215.726318359375
4407.50390625,-1901.064208984375
4431.34619140625,-1204.8548583984375
4384.01806640625,-1647.918701171875
4987.67138671875,-722.1024169921875
4087.449462890625,-1744.7681884765625
4077.526611328125,-1648.3338623046875
4707.87158203125,-863.724609375
2448.884033203125,-4464.12841796875
3787.767333984375,-1018.3681030273438
4660.279296875,-131.96669006347656
3720.255859375,-3569.299560546875
3526.34375,-2700.2294921875
3765.001708984375,-2227.43212890625
4770.025390625,-1058.9581298828125
4073.882080078125,-1176.2030029296875
4529.32421875,-2349.621826171875
3953.666748046875,-2795.539306640625
3793.213623046875,-2805.965576171875
3829.510009765625,-2335.565185546875
3878.971435546875,-1700.065185546875
3853.13232421875,-2746.83349609375
3589.164306640625,-3808.654296875
3858.5830078125,-846.0326538085938
4587.28515625,-599.77294921875
4404.0029296875,-247.1449432373047
4353.68701171875,-3441.824951171875
4344.29833984375,-2050.85693359375
3369.16259765625,-2508.24609375
3851.64794921875,-2287.32568359375
4227.60791015625,-888.7841186523438
4743.9658203125,-897.5580444335938
4777.9677734375,-300.32489013671875
4199.083984375,-506.5147399902344
4569.23291015625,-1159.634033203125
4884.65625,-402.8202819824219
4155.5107421875,-278.9287414550781
4114.791015625,-849.8314819335938
4874.6318359375,-221.75042724609375
3697.19970703125,-3570.4541015625
3207.97119140625,-3745.43701171875
3912.738037109375,-2364.234375
4574.15771484375,-1291.0030517578125
4471.33837890625,-1440.290283203125
4351.38818359375,-948.9556274414062
3521.85595703125,-2456.91650390625
4165.66552734375,-310.4771728515625
4484.015625,-1507.6387939453125
4452.3701171875,-1808.51513671875
3822.809814453125,-1169.6141357421875
3621.069091796875,-2532.679931640625
3975.724365234375,-2491.131103515625
2990.158203125,-3633.5390625
3534.557373046875,-2547.2978515625
4779.5322265625,-1243.0267333984375
4358.2978515625,-2056.31005859375
4126.21044921875,-1938.0506591796875
4198.146484375,-872.791259765625
4160.564453125,-1125.9166259765625
3193.588623046875,-2490.958740234375
4309.0205078125,-1046.1456298828125
4180.1005859375,-168.56776428222656
5222.75146484375,-175.4652557373047
3834.996337890625,-1053.9722900390625
4420.69287109375,-2435.3251953125
3530.7783203125,-3511.0615234375
3470.31201171875,-4185.2724609375
4827.61962890625,-1236.15869140625
4814.24609375,-1179.986328125
3509.00390625,-3119.076171875
3167.269775390625,-2202.714599609375
3121.90771484375,-2951.587646484375
4012.8564453125,-2545.58447265625
3624.751953125,-2472.42138671875
4903.490234375,-533.3226318359375
3566.9638671875,-2327.84228515625
5019.42578125,-91.24134063720703
3776.86181640625,-1857.4498291015625
3518.3701171875,-1907.99365234375
4142.294921875,-3005.75830078125
3084.488037109375,-4399.244140625
3502.521240234375,-1096.2203369140625
4117.466796875,-1841.297607421875
3150.76904296875,-3433.494384765625
3094.36962890625,-3472.989013671875
4327.24169921875,-188.6924591064453
4855.5546875,-590.089599609375
3360.162841796875,-1107.0621337890625
3814.405517578125,-3155.71142578125
4153.30029296875,-716.90185546875
3711.185302734375,-2385.206787109375
3992.45703125,-3024.696044921875
3883.8251953125,-536.6911010742188
3981.716796875,-988.7200317382812
4086.576416015625,-920.1361694335938
4254.6318359375,-1376.7900390625
4383.14794921875,-2006.154052734375
5091.52392578125,31.232585906982422
4108.1748046875,-954.1617431640625
3783.361083984375,-2876.52001953125
5381.5205078125,-53.78823471069336
4072.190185546875,-1459.6533203125
3317.2666015625,-1072.042724609375
4353.20849609375,-1206.42822265625
4447.4296875,-2342.8173828125
3965.026611328125,-675.5921020507812
4075.45947265625,-925.3384399414062
3819.93896484375,-1826.557861328125
3922.124267578125,-989.9493408203125
4177.9423828125,-1246.52783203125
4329.837890625,-980.2322387695312
4539.04052734375,-2321.71630859375
3921.627197265625,-271.8258972167969
3866.453857421875,-2203.032958984375
5479.79443359375,-140.57131958007812
4099.3310546875,-2329.013671875
4561.43603515625,-83.72508239746094
3904.73486328125,-1113.8443603515625
4881.93896484375,-192.67251586914062
4284.81298828125,-993.5994873046875
4352.39501953125,-2432.107421875
3367.25244140625,-2179.5625
3536.266357421875,-2024.8143310546875
4449.8671875,-1403.534912109375
3579.037841796875,-2620.22314453125
4713.31396484375,-1176.592529296875
3391.61767578125,-2544.323486328125
3240.527099609375,-2315.617431640625
4794.283203125,-1240.678955078125
3491.69287109375,-3373.587890625
3804.71337890625,-1322.9073486328125
4030.8193359375,-2369.15185546875
4949.71533203125,-1168.784912109375
3735.880126953125,-1475.969482421875
4053.475341796875,-2989.524658203125
4800.78515625,-1000.03662109375
3518.9853515625,-2228.084228515625
3510.2822265625,-1275.7271728515625
4427.68310546875,-741.5211181640625
4515.39501953125,-2036.103515625
3205.978759765625,-3467.4931640625
4051.892333984375,-2127.059326171875
3560.455322265625,-1421.7374267578125
3947.366455078125,-1788.1845703125
4517.0068359375,-1671.2059326171875
4418.0986328125,-960.6917114257812
4396.62158203125,-2358.416748046875
